"comid","site_no","huc12","dec_long_va","dec_lat_va","decade","dni_ann","dni_jan","dni_feb","dni_mar","dni_apr","dni_may","dni_jun","dni_jul","dni_aug","dni_sep","dni_oct","dni_nov","dni_dec"
"1009154","07345000","111403050306",-94.7877084,33.0362364,1990,4.6656908676,3.7875672043,3.8339761905,4.1719086022,4.9467638889,4.6827903226,5.2714333333,6.0063333333,5.7922715054,5.1061972222,4.5955107527,3.8795888889,3.8509193548
"1009154","07345000","111403050306",-94.7877084,33.0362364,2000,4.6656908676,3.7875672043,3.8339761905,4.1719086022,4.9467638889,4.6827903226,5.2714333333,6.0063333333,5.7922715054,5.1061972222,4.5955107527,3.8795888889,3.8509193548
"1010524","07344482","111403050102",-95.2702213,33.0234537,1950,4.7157716895,3.8552715054,4.0951904762,4.1162392473,4.9342055556,4.6629596774,5.3339722222,6.1577688172,5.8357822581,5.0783027778,4.6174543011,3.94475,3.9111182796
"1010524","07344482","111403050102",-95.2702213,33.0234537,1960,4.7157716895,3.8552715054,4.0951904762,4.1162392473,4.9342055556,4.6629596774,5.3339722222,6.1577688172,5.8357822581,5.0783027778,4.6174543011,3.94475,3.9111182796
"1010524","07344482","111403050102",-95.2702213,33.0234537,1970,4.7157716895,3.8552715054,4.0951904762,4.1162392473,4.9342055556,4.6629596774,5.3339722222,6.1577688172,5.8357822581,5.0783027778,4.6174543011,3.94475,3.9111182796
"1010524","07344482","111403050102",-95.2702213,33.0234537,1980,4.7157716895,3.8552715054,4.0951904762,4.1162392473,4.9342055556,4.6629596774,5.3339722222,6.1577688172,5.8357822581,5.0783027778,4.6174543011,3.94475,3.9111182796
"1010524","07344482","111403050102",-95.2702213,33.0234537,1990,4.7157716895,3.8552715054,4.0951904762,4.1162392473,4.9342055556,4.6629596774,5.3339722222,6.1577688172,5.8357822581,5.0783027778,4.6174543011,3.94475,3.9111182796
"1010524","07344482","111403050102",-95.2702213,33.0234537,2000,4.7157716895,3.8552715054,4.0951904762,4.1162392473,4.9342055556,4.6629596774,5.3339722222,6.1577688172,5.8357822581,5.0783027778,4.6174543011,3.94475,3.9111182796
"1015991","07346140","111403060301",-94.2901904,33.05402005,1950,4.5804287671,3.7362741935,3.8042738095,4.1232688172,4.90495,4.6367123656,5.1541361111,5.8772311828,5.7276693548,4.8410222222,4.5697419355,3.7470333333,3.7782177419
"1015991","07346140","111403060301",-94.2901904,33.05402005,1960,4.5804287671,3.7362741935,3.8042738095,4.1232688172,4.90495,4.6367123656,5.1541361111,5.8772311828,5.7276693548,4.8410222222,4.5697419355,3.7470333333,3.7782177419
"1015991","07346140","111403060301",-94.2901904,33.05402005,1970,4.5804287671,3.7362741935,3.8042738095,4.1232688172,4.90495,4.6367123656,5.1541361111,5.8772311828,5.7276693548,4.8410222222,4.5697419355,3.7470333333,3.7782177419
"1015991","07346140","111403060301",-94.2901904,33.05402005,1980,4.5804287671,3.7362741935,3.8042738095,4.1232688172,4.90495,4.6367123656,5.1541361111,5.8772311828,5.7276693548,4.8410222222,4.5697419355,3.7470333333,3.7782177419
"1015991","07346140","111403060301",-94.2901904,33.05402005,1990,4.5804287671,3.7362741935,3.8042738095,4.1232688172,4.90495,4.6367123656,5.1541361111,5.8772311828,5.7276693548,4.8410222222,4.5697419355,3.7470333333,3.7782177419
"1015991","07346140","111403060301",-94.2901904,33.05402005,2000,4.5804287671,3.7362741935,3.8042738095,4.1232688172,4.90495,4.6367123656,5.1541361111,5.8772311828,5.7276693548,4.8410222222,4.5697419355,3.7470333333,3.7782177419
"1017865","07346045","111403060208",-94.3574153,32.7779173,1950,4.5942803653,3.6713763441,3.778875,4.2033306452,4.8812972222,4.6614919355,5.1601027778,5.9035752688,5.7740053763,4.9391166667,4.5112446237,3.8366444444,3.7455887097
"1017865","07346045","111403060208",-94.3574153,32.7779173,1960,4.5942803653,3.6713763441,3.778875,4.2033306452,4.8812972222,4.6614919355,5.1601027778,5.9035752688,5.7740053763,4.9391166667,4.5112446237,3.8366444444,3.7455887097
"1017865","07346045","111403060208",-94.3574153,32.7779173,1970,4.5942803653,3.6713763441,3.778875,4.2033306452,4.8812972222,4.6614919355,5.1601027778,5.9035752688,5.7740053763,4.9391166667,4.5112446237,3.8366444444,3.7455887097
"1017865","07346045","111403060208",-94.3574153,32.7779173,1980,4.5942803653,3.6713763441,3.778875,4.2033306452,4.8812972222,4.6614919355,5.1601027778,5.9035752688,5.7740053763,4.9391166667,4.5112446237,3.8366444444,3.7455887097
"1017865","07346045","111403060208",-94.3574153,32.7779173,1990,4.5942803653,3.6713763441,3.778875,4.2033306452,4.8812972222,4.6614919355,5.1601027778,5.9035752688,5.7740053763,4.9391166667,4.5112446237,3.8366444444,3.7455887097
"1017865","07346045","111403060208",-94.3574153,32.7779173,2000,4.5942803653,3.6713763441,3.778875,4.2033306452,4.8812972222,4.6614919355,5.1601027778,5.9035752688,5.7740053763,4.9391166667,4.5112446237,3.8366444444,3.7455887097
"1017893","07346000","111403060101",-94.4988102,32.74958345,1950,4.6153666667,3.7615268817,3.8425297619,4.1719596774,4.9196305556,4.7102876344,5.1292055556,5.9000994624,5.7343602151,4.9677555556,4.5733333333,3.8747666667,3.7380215054
"1017893","07346000","111403060101",-94.4988102,32.74958345,1960,4.6153666667,3.7615268817,3.8425297619,4.1719596774,4.9196305556,4.7102876344,5.1292055556,5.9000994624,5.7343602151,4.9677555556,4.5733333333,3.8747666667,3.7380215054
"1017893","07346000","111403060101",-94.4988102,32.74958345,1970,4.6153666667,3.7615268817,3.8425297619,4.1719596774,4.9196305556,4.7102876344,5.1292055556,5.9000994624,5.7343602151,4.9677555556,4.5733333333,3.8747666667,3.7380215054
"1017893","07346000","111403060101",-94.4988102,32.74958345,1980,4.6153666667,3.7615268817,3.8425297619,4.1719596774,4.9196305556,4.7102876344,5.1292055556,5.9000994624,5.7343602151,4.9677555556,4.5733333333,3.8747666667,3.7380215054
"1017893","07346000","111403060101",-94.4988102,32.74958345,1990,4.6153666667,3.7615268817,3.8425297619,4.1719596774,4.9196305556,4.7102876344,5.1292055556,5.9000994624,5.7343602151,4.9677555556,4.5733333333,3.8747666667,3.7380215054
"1017893","07346000","111403060101",-94.4988102,32.74958345,2000,4.6153666667,3.7615268817,3.8425297619,4.1719596774,4.9196305556,4.7102876344,5.1292055556,5.9000994624,5.7343602151,4.9677555556,4.5733333333,3.8747666667,3.7380215054
"10323850","02326900","031200011003",-84.1482508,30.2714311,1950,4.8437936073,4.4488010753,4.9805416667,5.5313951613,5.8309666667,5.7741532258,4.7923972222,4.4294784946,4.528188172,4.22855,4.9037392473,4.6879277778,4.0079301075
"10323850","02326900","031200011003",-84.1482508,30.2714311,1960,4.8437936073,4.4488010753,4.9805416667,5.5313951613,5.8309666667,5.7741532258,4.7923972222,4.4294784946,4.528188172,4.22855,4.9037392473,4.6879277778,4.0079301075
"10323850","02326900","031200011003",-84.1482508,30.2714311,1970,4.8437936073,4.4488010753,4.9805416667,5.5313951613,5.8309666667,5.7741532258,4.7923972222,4.4294784946,4.528188172,4.22855,4.9037392473,4.6879277778,4.0079301075
"10323850","02326900","031200011003",-84.1482508,30.2714311,1980,4.8437936073,4.4488010753,4.9805416667,5.5313951613,5.8309666667,5.7741532258,4.7923972222,4.4294784946,4.528188172,4.22855,4.9037392473,4.6879277778,4.0079301075
"10323850","02326900","031200011003",-84.1482508,30.2714311,1990,4.8437936073,4.4488010753,4.9805416667,5.5313951613,5.8309666667,5.7741532258,4.7923972222,4.4294784946,4.528188172,4.22855,4.9037392473,4.6879277778,4.0079301075
"10323850","02326900","031200011003",-84.1482508,30.2714311,2000,4.8437936073,4.4488010753,4.9805416667,5.5313951613,5.8309666667,5.7741532258,4.7923972222,4.4294784946,4.528188172,4.22855,4.9037392473,4.6879277778,4.0079301075
"10362340","02329342","031200030203",-84.4969444,30.73555556,1950,4.7216552511,4.3436236559,4.9420922619,5.3033037634,5.5753472222,5.5964086022,4.7042555556,4.4377284946,4.5155456989,4.1905694444,4.6056854839,4.5478,3.9230725806
"10362340","02329342","031200030203",-84.4969444,30.73555556,1960,4.7216552511,4.3436236559,4.9420922619,5.3033037634,5.5753472222,5.5964086022,4.7042555556,4.4377284946,4.5155456989,4.1905694444,4.6056854839,4.5478,3.9230725806
"10362340","02329342","031200030203",-84.4969444,30.73555556,1970,4.7216552511,4.3436236559,4.9420922619,5.3033037634,5.5753472222,5.5964086022,4.7042555556,4.4377284946,4.5155456989,4.1905694444,4.6056854839,4.5478,3.9230725806
"10362340","02329342","031200030203",-84.4969444,30.73555556,1980,4.7216552511,4.3436236559,4.9420922619,5.3033037634,5.5753472222,5.5964086022,4.7042555556,4.4377284946,4.5155456989,4.1905694444,4.6056854839,4.5478,3.9230725806
"10362340","02329342","031200030203",-84.4969444,30.73555556,1990,4.7216552511,4.3436236559,4.9420922619,5.3033037634,5.5753472222,5.5964086022,4.7042555556,4.4377284946,4.5155456989,4.1905694444,4.6056854839,4.5478,3.9230725806
"10362340","02329342","031200030203",-84.4969444,30.73555556,2000,4.7216552511,4.3436236559,4.9420922619,5.3033037634,5.5753472222,5.5964086022,4.7042555556,4.4377284946,4.5155456989,4.1905694444,4.6056854839,4.5478,3.9230725806
"10362726","02329534","031200030401",-84.5804676,30.60019458,1950,4.6987468037,4.3323655914,4.9814017857,5.3036397849,5.5783333333,5.5359274194,4.6657722222,4.3412768817,4.4714354839,4.1581777778,4.562827957,4.5440583333,3.9419811828
"10362726","02329534","031200030401",-84.5804676,30.60019458,1960,4.6987468037,4.3323655914,4.9814017857,5.3036397849,5.5783333333,5.5359274194,4.6657722222,4.3412768817,4.4714354839,4.1581777778,4.562827957,4.5440583333,3.9419811828
"10362726","02329534","031200030401",-84.5804676,30.60019458,1970,4.6987468037,4.3323655914,4.9814017857,5.3036397849,5.5783333333,5.5359274194,4.6657722222,4.3412768817,4.4714354839,4.1581777778,4.562827957,4.5440583333,3.9419811828
"10362726","02329534","031200030401",-84.5804676,30.60019458,1980,4.6987468037,4.3323655914,4.9814017857,5.3036397849,5.5783333333,5.5359274194,4.6657722222,4.3412768817,4.4714354839,4.1581777778,4.562827957,4.5440583333,3.9419811828
"10362726","02329534","031200030401",-84.5804676,30.60019458,1990,4.6987468037,4.3323655914,4.9814017857,5.3036397849,5.5783333333,5.5359274194,4.6657722222,4.3412768817,4.4714354839,4.1581777778,4.562827957,4.5440583333,3.9419811828
"10362726","02329534","031200030401",-84.5804676,30.60019458,2000,4.6987468037,4.3323655914,4.9814017857,5.3036397849,5.5783333333,5.5359274194,4.6657722222,4.3412768817,4.4714354839,4.1581777778,4.562827957,4.5440583333,3.9419811828
"10362924","02329000","031200030302",-84.3840715,30.55408644,1950,4.9582582192,4.5129731183,5.1124375,5.470061828,5.7203388889,5.7577741935,5.0640416667,4.4642123656,4.9573870968,4.5708833333,5.1415,4.7166,4.0335134409
"10362924","02329000","031200030302",-84.3840715,30.55408644,1960,4.9582582192,4.5129731183,5.1124375,5.470061828,5.7203388889,5.7577741935,5.0640416667,4.4642123656,4.9573870968,4.5708833333,5.1415,4.7166,4.0335134409
"10362924","02329000","031200030302",-84.3840715,30.55408644,1970,4.9582582192,4.5129731183,5.1124375,5.470061828,5.7203388889,5.7577741935,5.0640416667,4.4642123656,4.9573870968,4.5708833333,5.1415,4.7166,4.0335134409
"10362924","02329000","031200030302",-84.3840715,30.55408644,1980,4.9582582192,4.5129731183,5.1124375,5.470061828,5.7203388889,5.7577741935,5.0640416667,4.4642123656,4.9573870968,4.5708833333,5.1415,4.7166,4.0335134409
"10362924","02329000","031200030302",-84.3840715,30.55408644,1990,4.9582582192,4.5129731183,5.1124375,5.470061828,5.7203388889,5.7577741935,5.0640416667,4.4642123656,4.9573870968,4.5708833333,5.1415,4.7166,4.0335134409
"10362924","02329000","031200030302",-84.3840715,30.55408644,2000,4.9582582192,4.5129731183,5.1124375,5.470061828,5.7203388889,5.7577741935,5.0640416667,4.4642123656,4.9573870968,4.5708833333,5.1415,4.7166,4.0335134409
"10363006","02329700","031200030501",-84.6357461,30.54575035,1950,4.7250244292,4.3551827957,4.9932738095,5.3385322581,5.5639944444,5.5212634409,4.6596388889,4.3194112903,4.4971129032,4.2648027778,4.6850725806,4.5834527778,3.9500564516
"10363006","02329700","031200030501",-84.6357461,30.54575035,1960,4.7250244292,4.3551827957,4.9932738095,5.3385322581,5.5639944444,5.5212634409,4.6596388889,4.3194112903,4.4971129032,4.2648027778,4.6850725806,4.5834527778,3.9500564516
"10363006","02329700","031200030501",-84.6357461,30.54575035,1970,4.7250244292,4.3551827957,4.9932738095,5.3385322581,5.5639944444,5.5212634409,4.6596388889,4.3194112903,4.4971129032,4.2648027778,4.6850725806,4.5834527778,3.9500564516
"10363006","02329700","031200030501",-84.6357461,30.54575035,1980,4.7250244292,4.3551827957,4.9932738095,5.3385322581,5.5639944444,5.5212634409,4.6596388889,4.3194112903,4.4971129032,4.2648027778,4.6850725806,4.5834527778,3.9500564516
"10363006","02329700","031200030501",-84.6357461,30.54575035,1990,4.7250244292,4.3551827957,4.9932738095,5.3385322581,5.5639944444,5.5212634409,4.6596388889,4.3194112903,4.4971129032,4.2648027778,4.6850725806,4.5834527778,3.9500564516
"10363006","02329700","031200030501",-84.6357461,30.54575035,2000,4.7250244292,4.3551827957,4.9932738095,5.3385322581,5.5639944444,5.5212634409,4.6596388889,4.3194112903,4.4971129032,4.2648027778,4.6850725806,4.5834527778,3.9500564516
"10363292","02329500","031200030403",-84.4965763,30.58741806,1950,4.922516895,4.5144865591,5.0857738095,5.4792849462,5.7236861111,5.7305188172,5.0149638889,4.4021962366,4.8602688172,4.4521527778,5.0915268817,4.7260138889,4.0124435484
"10363292","02329500","031200030403",-84.4965763,30.58741806,1960,4.922516895,4.5144865591,5.0857738095,5.4792849462,5.7236861111,5.7305188172,5.0149638889,4.4021962366,4.8602688172,4.4521527778,5.0915268817,4.7260138889,4.0124435484
"10363292","02329500","031200030403",-84.4965763,30.58741806,1970,4.922516895,4.5144865591,5.0857738095,5.4792849462,5.7236861111,5.7305188172,5.0149638889,4.4021962366,4.8602688172,4.4521527778,5.0915268817,4.7260138889,4.0124435484
"10363292","02329500","031200030403",-84.4965763,30.58741806,1980,4.922516895,4.5144865591,5.0857738095,5.4792849462,5.7236861111,5.7305188172,5.0149638889,4.4021962366,4.8602688172,4.4521527778,5.0915268817,4.7260138889,4.0124435484
"10363292","02329500","031200030403",-84.4965763,30.58741806,1990,4.922516895,4.5144865591,5.0857738095,5.4792849462,5.7236861111,5.7305188172,5.0149638889,4.4021962366,4.8602688172,4.4521527778,5.0915268817,4.7260138889,4.0124435484
"10363292","02329500","031200030403",-84.4965763,30.58741806,2000,4.922516895,4.5144865591,5.0857738095,5.4792849462,5.7236861111,5.7305188172,5.0149638889,4.4021962366,4.8602688172,4.4521527778,5.0915268817,4.7260138889,4.0124435484
"10363648","02329600","031200030404",-84.5235206,30.5124192,1950,4.7735630137,4.3929274194,4.9585922619,5.3765080645,5.6447055556,5.5817553763,4.8244416667,4.3139193548,4.592516129,4.3042333333,4.7642284946,4.5916527778,3.9639166667
"10363648","02329600","031200030404",-84.5235206,30.5124192,1960,4.7735630137,4.3929274194,4.9585922619,5.3765080645,5.6447055556,5.5817553763,4.8244416667,4.3139193548,4.592516129,4.3042333333,4.7642284946,4.5916527778,3.9639166667
"10363648","02329600","031200030404",-84.5235206,30.5124192,1970,4.7735630137,4.3929274194,4.9585922619,5.3765080645,5.6447055556,5.5817553763,4.8244416667,4.3139193548,4.592516129,4.3042333333,4.7642284946,4.5916527778,3.9639166667
"10363648","02329600","031200030404",-84.5235206,30.5124192,1980,4.7735630137,4.3929274194,4.9585922619,5.3765080645,5.6447055556,5.5817553763,4.8244416667,4.3139193548,4.592516129,4.3042333333,4.7642284946,4.5916527778,3.9639166667
"10363648","02329600","031200030404",-84.5235206,30.5124192,1990,4.7735630137,4.3929274194,4.9585922619,5.3765080645,5.6447055556,5.5817553763,4.8244416667,4.3139193548,4.592516129,4.3042333333,4.7642284946,4.5916527778,3.9639166667
"10363648","02329600","031200030404",-84.5235206,30.5124192,2000,4.7735630137,4.3929274194,4.9585922619,5.3765080645,5.6447055556,5.5817553763,4.8244416667,4.3139193548,4.592516129,4.3042333333,4.7642284946,4.5916527778,3.9639166667
"10365534","02330100","031200030605",-84.92769349,30.426585,1950,4.6065422374,4.2680672043,4.8849613095,5.2724193548,5.576625,5.4895403226,4.5593916667,4.1759139785,4.2483736559,4.0291972222,4.4416854839,4.4840361111,3.8824354839
"10365534","02330100","031200030605",-84.92769349,30.426585,1960,4.6065422374,4.2680672043,4.8849613095,5.2724193548,5.576625,5.4895403226,4.5593916667,4.1759139785,4.2483736559,4.0291972222,4.4416854839,4.4840361111,3.8824354839
"10365534","02330100","031200030605",-84.92769349,30.426585,1970,4.6065422374,4.2680672043,4.8849613095,5.2724193548,5.576625,5.4895403226,4.5593916667,4.1759139785,4.2483736559,4.0291972222,4.4416854839,4.4840361111,3.8824354839
"10365534","02330100","031200030605",-84.92769349,30.426585,1980,4.6065422374,4.2680672043,4.8849613095,5.2724193548,5.576625,5.4895403226,4.5593916667,4.1759139785,4.2483736559,4.0291972222,4.4416854839,4.4840361111,3.8824354839
"10365534","02330100","031200030605",-84.92769349,30.426585,1990,4.6065422374,4.2680672043,4.8849613095,5.2724193548,5.576625,5.4895403226,4.5593916667,4.1759139785,4.2483736559,4.0291972222,4.4416854839,4.4840361111,3.8824354839
"10365534","02330100","031200030605",-84.92769349,30.426585,2000,4.6065422374,4.2680672043,4.8849613095,5.2724193548,5.576625,5.4895403226,4.5593916667,4.1759139785,4.2483736559,4.0291972222,4.4416854839,4.4840361111,3.8824354839
"10365922","02330150","031200030902",-84.6679637,30.17658934,1950,4.691319863,4.426061828,5.0505119048,5.4593629032,5.7137388889,5.4970645161,4.5450166667,4.1516532258,4.2213145161,4.0859333333,4.6361854839,4.6289777778,3.9215
"10365922","02330150","031200030902",-84.6679637,30.17658934,1960,4.691319863,4.426061828,5.0505119048,5.4593629032,5.7137388889,5.4970645161,4.5450166667,4.1516532258,4.2213145161,4.0859333333,4.6361854839,4.6289777778,3.9215
"10365922","02330150","031200030902",-84.6679637,30.17658934,1970,4.691319863,4.426061828,5.0505119048,5.4593629032,5.7137388889,5.4970645161,4.5450166667,4.1516532258,4.2213145161,4.0859333333,4.6361854839,4.6289777778,3.9215
"10365922","02330150","031200030902",-84.6679637,30.17658934,1980,4.691319863,4.426061828,5.0505119048,5.4593629032,5.7137388889,5.4970645161,4.5450166667,4.1516532258,4.2213145161,4.0859333333,4.6361854839,4.6289777778,3.9215
"10365922","02330150","031200030902",-84.6679637,30.17658934,1990,4.691319863,4.426061828,5.0505119048,5.4593629032,5.7137388889,5.4970645161,4.5450166667,4.1516532258,4.2213145161,4.0859333333,4.6361854839,4.6289777778,3.9215
"10365922","02330150","031200030902",-84.6679637,30.17658934,2000,4.691319863,4.426061828,5.0505119048,5.4593629032,5.7137388889,5.4970645161,4.5450166667,4.1516532258,4.2213145161,4.0859333333,4.6361854839,4.6289777778,3.9215
"10366208","02330000","031200030804",-84.6549109,30.38325266,1950,4.7673111872,4.4933790323,5.0469821429,5.4390403226,5.6185444444,5.5901236559,4.7320694444,4.1729435484,4.498922043,4.2501222222,4.8143682796,4.6335,3.9501263441
"10366208","02330000","031200030804",-84.6549109,30.38325266,1960,4.7673111872,4.4933790323,5.0469821429,5.4390403226,5.6185444444,5.5901236559,4.7320694444,4.1729435484,4.498922043,4.2501222222,4.8143682796,4.6335,3.9501263441
"10366208","02330000","031200030804",-84.6549109,30.38325266,1970,4.7673111872,4.4933790323,5.0469821429,5.4390403226,5.6185444444,5.5901236559,4.7320694444,4.1729435484,4.498922043,4.2501222222,4.8143682796,4.6335,3.9501263441
"10366208","02330000","031200030804",-84.6549109,30.38325266,1980,4.7673111872,4.4933790323,5.0469821429,5.4390403226,5.6185444444,5.5901236559,4.7320694444,4.1729435484,4.498922043,4.2501222222,4.8143682796,4.6335,3.9501263441
"10366208","02330000","031200030804",-84.6549109,30.38325266,1990,4.7673111872,4.4933790323,5.0469821429,5.4390403226,5.6185444444,5.5901236559,4.7320694444,4.1729435484,4.498922043,4.2501222222,4.8143682796,4.6335,3.9501263441
"10366208","02330000","031200030804",-84.6549109,30.38325266,2000,4.7673111872,4.4933790323,5.0469821429,5.4390403226,5.6185444444,5.5901236559,4.7320694444,4.1729435484,4.498922043,4.2501222222,4.8143682796,4.6335,3.9501263441
"1042497","07346050","111403070201",-94.7510435,32.6726406,1950,4.6510534247,3.8650053763,3.8865119048,4.2205725806,4.915475,4.7038602151,5.1929055556,5.9479919355,5.7128225806,5.0297472222,4.6172903226,3.8831027778,3.7768198925
"1042497","07346050","111403070201",-94.7510435,32.6726406,1960,4.6510534247,3.8650053763,3.8865119048,4.2205725806,4.915475,4.7038602151,5.1929055556,5.9479919355,5.7128225806,5.0297472222,4.6172903226,3.8831027778,3.7768198925
"1042497","07346050","111403070201",-94.7510435,32.6726406,1970,4.6510534247,3.8650053763,3.8865119048,4.2205725806,4.915475,4.7038602151,5.1929055556,5.9479919355,5.7128225806,5.0297472222,4.6172903226,3.8831027778,3.7768198925
"1042497","07346050","111403070201",-94.7510435,32.6726406,1980,4.6510534247,3.8650053763,3.8865119048,4.2205725806,4.915475,4.7038602151,5.1929055556,5.9479919355,5.7128225806,5.0297472222,4.6172903226,3.8831027778,3.7768198925
"1042497","07346050","111403070201",-94.7510435,32.6726406,1990,4.6510534247,3.8650053763,3.8865119048,4.2205725806,4.915475,4.7038602151,5.1929055556,5.9479919355,5.7128225806,5.0297472222,4.6172903226,3.8831027778,3.7768198925
"1042497","07346050","111403070201",-94.7510435,32.6726406,2000,4.6510534247,3.8650053763,3.8865119048,4.2205725806,4.915475,4.7038602151,5.1929055556,5.9479919355,5.7128225806,5.0297472222,4.6172903226,3.8831027778,3.7768198925
"10630401","08194000","121101050201",-99.2400322,28.42637889,1950,4.9934586758,3.9974032258,4.3778184524,4.4033172043,4.7382444444,5.0905053763,6.2141916667,6.2394973118,6.282422043,5.4759083333,4.7847526882,4.2713777778,4.0099032258
"10630401","08194000","121101050201",-99.2400322,28.42637889,1960,4.9934586758,3.9974032258,4.3778184524,4.4033172043,4.7382444444,5.0905053763,6.2141916667,6.2394973118,6.282422043,5.4759083333,4.7847526882,4.2713777778,4.0099032258
"10630401","08194000","121101050201",-99.2400322,28.42637889,1970,4.9934586758,3.9974032258,4.3778184524,4.4033172043,4.7382444444,5.0905053763,6.2141916667,6.2394973118,6.282422043,5.4759083333,4.7847526882,4.2713777778,4.0099032258
"10630401","08194000","121101050201",-99.2400322,28.42637889,1980,4.9934586758,3.9974032258,4.3778184524,4.4033172043,4.7382444444,5.0905053763,6.2141916667,6.2394973118,6.282422043,5.4759083333,4.7847526882,4.2713777778,4.0099032258
"10630401","08194000","121101050201",-99.2400322,28.42637889,1990,4.9934586758,3.9974032258,4.3778184524,4.4033172043,4.7382444444,5.0905053763,6.2141916667,6.2394973118,6.282422043,5.4759083333,4.7847526882,4.2713777778,4.0099032258
"10630401","08194000","121101050201",-99.2400322,28.42637889,2000,4.9934586758,3.9974032258,4.3778184524,4.4033172043,4.7382444444,5.0905053763,6.2141916667,6.2394973118,6.282422043,5.4759083333,4.7847526882,4.2713777778,4.0099032258
"10631613","08194500","121101051105",-98.5572384,28.30888906,1950,4.7862543379,3.7974274194,4.1634434524,4.2215860215,4.6144888889,4.956516129,5.8188083333,5.9442016129,5.8867634409,5.1358138889,4.832983871,4.1835472222,3.8388010753
"10631613","08194500","121101051105",-98.5572384,28.30888906,1960,4.7862543379,3.7974274194,4.1634434524,4.2215860215,4.6144888889,4.956516129,5.8188083333,5.9442016129,5.8867634409,5.1358138889,4.832983871,4.1835472222,3.8388010753
"10631613","08194500","121101051105",-98.5572384,28.30888906,1970,4.7862543379,3.7974274194,4.1634434524,4.2215860215,4.6144888889,4.956516129,5.8188083333,5.9442016129,5.8867634409,5.1358138889,4.832983871,4.1835472222,3.8388010753
"10631613","08194500","121101051105",-98.5572384,28.30888906,1980,4.7862543379,3.7974274194,4.1634434524,4.2215860215,4.6144888889,4.956516129,5.8188083333,5.9442016129,5.8867634409,5.1358138889,4.832983871,4.1835472222,3.8388010753
"10631613","08194500","121101051105",-98.5572384,28.30888906,1990,4.7862543379,3.7974274194,4.1634434524,4.2215860215,4.6144888889,4.956516129,5.8188083333,5.9442016129,5.8867634409,5.1358138889,4.832983871,4.1835472222,3.8388010753
"10631613","08194500","121101051105",-98.5572384,28.30888906,2000,4.7862543379,3.7974274194,4.1634434524,4.2215860215,4.6144888889,4.956516129,5.8188083333,5.9442016129,5.8867634409,5.1358138889,4.832983871,4.1835472222,3.8388010753
"10634531","08194200","121101050707",-98.9669678,27.96501329,1950,4.9842269406,3.8999543011,4.3900952381,4.515938172,4.8276777778,5.2167365591,6.1798444444,6.3195887097,6.1896747312,5.1730833333,4.8215725806,4.2575388889,3.9776908602
